gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;Gene_name;GeneID;orgdb_symbol;orgdb_old_MXAN;orgdb_Name
WP_011550153.1;1499,9642509595;0,30200624885747;0,0855161429627463;3,53157004507364;0,000413100437694515;0,000748800549345942;MXAN_RS00015;41357509;MXAN_RS00015;MXAN_0001;chromosomal replication initiator protein DnaA
WP_011550154.1;94,3806392818241;0,292585797176189;0,205342834632206;1,42486489825782;0,154196258042772;0,1938690962979;MXAN_RS00020;41357510;MXAN_RS00020;MXAN_0002;hypothetical protein
WP_011550155.1;151,664112484256;0,24388976807723;0,157350600087323;1,54997672676102;0,121147102101178;0,155474827710957;MXAN_RS00025;41357511;MXAN_RS00025;MXAN_0003;CBS domain-containing protein
WP_011550156.1;40,8804201688366;0,0203244470053293;0,287721973707946;0,0706391894348666;0,943684919642618;0,955404162927594;MXAN_RS00030;41357512;MXAN_RS00030;MXAN_0004;DUF2267 domain-containing protein
WP_011550157.1;77,5380162344981;-0,339624613423743;0,214095154119379;-1,5863255514619;0,112665478977381;0,145596119652772;MXAN_RS00035;41357513;MXAN_RS00035;MXAN_0005;hypothetical protein
WP_011550158.1;11,9433396582357;-0,472013532069263;0,509698907139695;-0,926063457185119;0,354413003370305;0,410117868708757;MXAN_RS00050;41357516;MXAN_RS00050;MXAN_0008;hypothetical protein
WP_011550159.1;93,2764095739563;0,414234652198984;0,200990481235678;2,06096651767931;0,0393062344874237;0,0554818787053267;MXAN_RS00055;41357517;MXAN_RS00055;MXAN_0009;MFS transporter
WP_011550160.1;639,798577973528;-0,964224604153898;0,107198321277541;-8,99477335710774;2,36720120252578e-19;9,78043265691276e-19;MXAN_RS00060;41357518;MXAN_RS00060;MXAN_0010;capsular polysaccharide biosynthesis protein CapA
WP_011550161.1;8,92026565630001;-0,40823664685011;0,606006388618606;-0,673650731274775;0,500533391963486;0,556564491895527;MXAN_RS00065;41357519;MXAN_RS00065;MXAN_0012;DoxX family protein
WP_011550162.1;212,631475025765;0,176679904552169;0,141756337774012;1,24636335367123;0,212631028690255;0,259623456948741;MXAN_RS00070;41357520;MXAN_RS00070;MXAN_0013;hypothetical protein
WP_011550163.1;32,1864913674423;2,06000679363291;0,356823004267097;5,77318942164085;7,77849129032245e-09;1,99536509116675e-08;MXAN_RS00075;41357521;MXAN_RS00075;MXAN_0014;SAM-dependent methyltransferase
WP_011550164.1;66,4377521883695;-0,847646289759485;0,237261186499259;-3,57262939744311;0,000353414752911045;0,000644456525698401;MXAN_RS00080;41357522;MXAN_RS00080;MXAN_0015;type II toxin-antitoxin system HipA family toxin
WP_011550165.1;862,901066673087;1,21050825534287;0,399474775426743;3,03024954216378;0,00244351756698274;0,00409704412723342;MXAN_RS00085;41357523;MXAN_RS00085;MXAN_0016;esterase
WP_011550166.1;681,877343224803;0,126418799382873;0,104446444016472;1,21036958771842;0,226137106283437;0,274410338628568;MXAN_RS00090;41357524;MXAN_RS00090;MXAN_0017;glutathione synthase
WP_011550168.1;151,876504749659;-3,2311450313608;0,207426203630103;-15,5773232832377;1,03811609331951e-54;1,05468177565971e-53;MXAN_RS00110;41357528;MXAN_RS00110;MXAN_0019;tenascin-X
WP_011550169.1;54,3433491738013;-0,83976296036566;0,261850975046219;-3,20702628744244;0,00134114739989609;0,0023083342863814;MXAN_RS00115;41357529;MXAN_RS00115;MXAN_0020;DUF429 domain-containing protein
WP_011550171.1;628,880945668132;-1,13345843981222;0,112342607650352;-10,0893014993912;6,16063260444921e-24;3,00173680471887e-23;MXAN_RS00125;41357531;MXAN_RS00125;MXAN_0022;DUF2807 domain-containing protein
WP_011550173.1;1953,50761692632;1,15783672577629;0,0833271839747933;13,895066058233;6,78608750283136e-44;5,43944783650211e-43;MXAN_RS00135;41357533;MXAN_RS00135;MXAN_0024;ribonuclease R
WP_011550174.1;464,437050433837;0,695512825565461;0,130548566373928;5,32761749043887;9,95094098130911e-08;2,37493896679941e-07;MXAN_RS00140;41357534;MXAN_RS00140;MXAN_0025;hypothetical protein
WP_011550175.1;64,5056464772431;0,336505567910565;0,234175510729768;1,43698018149679;0,150723624925965;0,18986007775204;MXAN_RS00145;41357535;MXAN_RS00145;MXAN_0026;hypothetical protein
WP_011550176.1;292,12761322372;0,0798219449133391;0,123042878220331;0,648732751280434;0,516511131237484;0,570817806632927;MXAN_RS00150;41357536;MXAN_RS00150;MXAN_0027;hypothetical protein
WP_011550178.1;3619,44143248418;-0,346851966382514;0,0809320387902838;-4,28571887681341;1,82149209360126e-05;3,70111691359405e-05;MXAN_RS00160;41357538;MXAN_RS00160;MXAN_0029;hypothetical protein
WP_011550179.1;2267,52801579554;0,063928646924223;0,101579091909995;0,629348478335163;0,529120940139562;0,583018540437279;MXAN_RS00165;41357539;MXAN_RS00165;MXAN_0030;NYN domain-containing protein
WP_011550180.1;348,761184722614;0,880873555023821;0,125410467769468;7,0239236858845;2,1572266587273e-12;6,67332726218974e-12;MXAN_RS00170;41357540;MXAN_RS00170;MXAN_0031;hypothetical protein
WP_011550181.1;46,0452911363191;0,905970279821583;0,272070861747794;3,32990557681037;0,000868754393435329;0,00152751791691614;MXAN_RS00175;41357541;MXAN_RS00175;MXAN_0032;hypothetical protein
WP_011550182.1;96,5638415134523;-0,029943389632521;0,194444153551626;-0,153994805632307;0,877613831237187;0,899181839816586;MXAN_RS00180;41357542;MXAN_RS00180;MXAN_0033;hypothetical protein
WP_011550183.1;312,745415678508;-0,95535822324273;0,134878793479258;-7,08308695977215;1,40978146252132e-12;4,38751819225094e-12;MXAN_RS00185;41357543;MXAN_RS00185;MXAN_0034;haloacid dehalogenase
WP_011550184.1;26,4949397599698;-3,65999995195375;0,513190259774201;-7,13185779006038;9,9023157773919e-13;3,10783948224718e-12;MXAN_RS00190;41357544;MXAN_RS00190;MXAN_0035;aliphatic sulfonate ABC transporter substrate-binding protein
WP_011550188.1;114,89894016849;0,47234784854111;0,175812955383248;2,68664984051635;0,00721725687853248;0,0114059957997611;MXAN_RS00210;41357548;MXAN_RS00210;MXAN_0039;hypothetical protein
WP_011550189.1;30,7770718026575;-1,85477039572736;0,353361666344707;-5,24892927666358;1,52985789735585e-07;3,6061706783582e-07;MXAN_RS00215;41357549;MXAN_RS00215;MXAN_0040;glucose dehydrogenase
WP_011550190.1;156,356226915632;-1,43578538340741;0,169409768163715;-8,47522193655263;2,34631798658382e-17;9,00926808748584e-17;MXAN_RS00220;41357550;MXAN_RS00220;MXAN_0041;glycoside hydrolase family 15 protein
WP_011550191.1;327,465682469267;-1,32849967208133;0,132855640373026;-9,99957298275955;1,53055610778571e-23;7,33986196595944e-23;MXAN_RS00225;41357551;MXAN_RS00225;MXAN_0042;hypothetical protein
WP_011550192.1;200,70392411745;-0,434984797648509;0,14237888239495;-3,05512159058736;0,00224969296108794;0,00377869282534494;MXAN_RS00230;41357552;MXAN_RS00230;MXAN_0043;hypothetical protein
WP_011550193.1;581,851644187758;-0,773271578216228;0,106160383462036;-7,28399383083198;3,24079839697288e-13;1,03609456163384e-12;MXAN_RS00235;41357553;MXAN_RS00235;MXAN_0044;DUF4150 domain-containing protein
WP_011550194.1;1381,46712752631;-0,0218955581912204;0,0950828706494831;-0,230278682602432;0,81787522434427;0,846492626527549;MXAN_RS00240;41357554;MXAN_RS00240;MXAN_0045;hypothetical protein
WP_011550196.1;290,484408454406;0,192378967439079;0,134166677648121;1,43388038528934;0,151606400205334;0,190828240514527;MXAN_RS00250;41357556;MXAN_RS00250;MXAN_0047;hypothetical protein
WP_011550197.1;126,498183251236;0,0448629143300501;0,187031884504511;0,23986773404386;0,810432795196015;0,839885507804388;MXAN_RS00255;41357557;MXAN_RS00255;MXAN_0048;hypothetical protein
WP_011550198.1;491,283510824826;0,223016070592664;0,12224449814543;1,82434444065819;0,0681000158083887;0,0917839930804594;MXAN_RS00260;41357558;MXAN_RS00260;MXAN_0049;hypothetical protein
WP_011550199.1;1990,60248054041;-0,3432910453987;0,0924168233440145;-3,71459473477924;0,000203529612503413;0,000380160787813723;MXAN_RS00265;41357559;MXAN_RS00265;MXAN_0050;hypothetical protein
WP_011550200.1;50,0024495800408;-0,270338420472223;0,288629901768362;-0,936626520038045;0,348950705448047;0,404497219684445;MXAN_RS00270;41357560;MXAN_RS00270;MXAN_0051;hypothetical protein
WP_011550201.1;185,580602544424;-0,349839941363784;0,145451468893449;-2,4052004701311;0,0161635962671421;0,024363842400416;MXAN_RS00275;41357561;MXAN_RS00275;MXAN_0052;DUF2169 domain-containing protein
WP_011550203.1;158,40926269946;-2,5494090945494;0,211736670048152;-12,0404703350139;2,17710828056128e-33;1,37043021238721e-32;MXAN_RS00285;41357563;MXAN_RS00285;MXAN_0054;hypothetical protein
WP_011550204.1;326,229985681615;-0,242385033817136;0,119376049328387;-2,03043269718508;0,0423125758795059;0,059361924397586;MXAN_RS00290;41357564;MXAN_RS00290;MXAN_0055;DUF2183 domain-containing protein
WP_011550205.1;440,875246259003;-2,6164537295739;0,126610233260144;-20,6654206552002;7,09363007165014e-95;1,41554976205914e-93;MXAN_RS00295;41357565;ppk1;MXAN_0056;polyphosphate kinase 1
WP_011550206.1;1504,27316060212;-1,11299091573157;0,0848685275282355;-13,1142951120636;2,72705967813627e-39;1,99239278123945e-38;MXAN_RS00300;41357566;MXAN_RS00300;MXAN_0057;hypothetical protein
WP_011550207.1;129,729773359637;-0,416533710550685;0,168516798565207;-2,47176372977148;0,013444834148761;0,020491528519625;MXAN_RS00305;41357567;MXAN_RS00305;MXAN_0058;hypothetical protein
WP_011550208.1;172,35958289741;-2,98243683035072;0,189146097964467;-15,7679003820158;5,1741441445619e-56;5,36265947385989e-55;MXAN_RS00310;41357568;MXAN_RS00310;MXAN_0059;hypothetical protein
WP_011550209.1;97,1357882279918;-0,388111327391753;0,192714326110272;-2,01392047610241;0,0440178833792176;0,0615734568717451;MXAN_RS00315;41357569;MXAN_RS00315;MXAN_0060;PAS domain S-box protein
WP_011550210.1;37,0805211079481;-1,24149834783417;0,314279833252256;-3,95029593527142;7,80546229912973e-05;0,000151157344929555;MXAN_RS00320;41357570;MXAN_RS00320;MXAN_0061;MBL fold metallo-hydrolase
WP_011550212.1;180,432703226138;0,298342884179349;0,152095398889365;1,96155101573036;0,0498147799953825;0,0690322977340655;MXAN_RS00330;41357572;MXAN_RS00330;MXAN_0063;TIGR02266 family protein
WP_011550213.1;298,00426300934;0,57394935266649;0,132408349288182;4,33469154892422;1,45964642916114e-05;2,99225279943031e-05;MXAN_RS00335;41357573;MXAN_RS00335;MXAN_0064;RtcB family protein
WP_011550217.1;739,701339976239;-0,315923021549085;0,0928675267868809;-3,40186750395634;0,000669270766132256;0,00118896494063091;MXAN_RS00355;41357577;MXAN_RS00355;MXAN_0070;serine/threonine protein kinase
WP_011550218.1;45,3670352116096;1,33018141051918;0,290192904274984;4,58378337624242;4,5663731517564e-06;9,76213767812329e-06;MXAN_RS00360;41357578;MXAN_RS00360;MXAN_0071;DUF4142 domain-containing protein
WP_011550219.1;72,623945651455;1,80474489961439;0,241446503444175;7,47471955017011;7,73686752185006e-14;2,55286077905072e-13;MXAN_RS00365;41357579;MXAN_RS00365;MXAN_0072;PaaI family thioesterase
WP_011550220.1;50,2015662873382;1,73594551818502;0,281304274193843;6,17105987159229;6,78337275437855e-10;1,83590473129638e-09;MXAN_RS00370;41357580;MXAN_RS00370;MXAN_0073;PaaI family thioesterase
WP_011550221.1;21,0217691219719;-1,15464525853336;0,410811415152734;-2,81064550775464;0,00494422269298055;0,00800487495824049;MXAN_RS00375;41357581;MXAN_RS00375;MXAN_0074;hypothetical protein
WP_011550223.1;96,2890402585232;-0,433822947900359;0,206355571995108;-2,10230789363247;0,0355263135625604;0,0506382529137987;MXAN_RS00385;41357583;MXAN_RS00385;MXAN_0076;appr-1-p processing domain-containing protein
WP_011550224.1;101,725679438312;0,698415266229175;0,212080373077061;3,29316313478664;0,000990669759020403;0,00173276487154668;MXAN_RS00390;41357584;MXAN_RS00390;MXAN_0077;hypothetical protein
WP_011550225.1;170,562833919839;1,25548939922526;0,171800567254266;7,30783034823821;2,71490256012892e-13;8,73393821677663e-13;MXAN_RS00395;41357585;MXAN_RS00395;MXAN_0078;KR domain-containing protein
WP_011550226.1;137,680283099729;1,13322909882762;0,175440347312313;6,45934140115602;1,05159631133973e-10;2,99018347141901e-10;MXAN_RS00400;41357586;MXAN_RS00400;MXAN_0079;TetR/AcrR family transcriptional regulator
WP_011550227.1;906,408804758963;1,15427011586993;0,134471783512566;8,58373471161754;9,18416356667052e-18;3,59041716042061e-17;MXAN_RS00405;41357587;MXAN_RS00405;MXAN_0080;DUF1446 domain-containing protein
WP_011550228.1;765,819769801524;1,20448152129726;0,130024068442973;9,26352740473991;1,97787652877691e-20;8,47570807363696e-20;MXAN_RS00410;41357588;MXAN_RS00410;MXAN_0081;acetyl-CoA carboxylase carboxyltransferase subunit
WP_011550229.1;2465,4426620048;1,08741284174155;0,137129117418066;7,92984642660792;2,19417053825298e-15;7,72001581485324e-15;MXAN_RS00415;41357589;MXAN_RS00415;MXAN_0082;acetyl-CoA carboxylase biotin carboxylase subunit
WP_011550230.1;719,253557221301;-2,41418346312976;0,119088144045405;-20,2722402173746;2,26125336103591e-91;4,19902186625695e-90;MXAN_RS00420;41357590;MXAN_RS00420;MXAN_0083;hypothetical protein
WP_011550231.1;960,364770684201;-2,35777809912714;0,111285391757507;-21,1867708950047;1,26479481211556e-99;2,67568143006093e-98;MXAN_RS00425;41357591;MXAN_RS00425;MXAN_0084;hypothetical protein
WP_011550232.1;317,737324770755;-1,70506277786049;0,139650275324182;-12,2095196296776;2,76516930025527e-34;1,79293470147492e-33;MXAN_RS00430;41357592;MXAN_RS00430;MXAN_0085;hypothetical protein
WP_011550233.1;140,169846858862;-1,58881817769036;0,18810796592108;-8,44630991521614;3,00654898993862e-17;1,15047395522265e-16;MXAN_RS00435;41357593;MXAN_RS00435;MXAN_0086;hypothetical protein
WP_011550234.1;167,275930643818;1,39228526593678;0,163293160739445;8,5262925870995;1,51112756495841e-17;5,84599986790913e-17;MXAN_RS00440;41357594;MXAN_RS00440;MXAN_0087;MFS transporter
WP_011550235.1;188,954790803958;-0,264275067627851;0,149544803156421;-1,76719659961319;0,0771953089825221;0,102921946658987;MXAN_RS00445;41357595;MXAN_RS00445;MXAN_0088;isopenicillin N synthase family oxygenase
WP_011550236.1;255,452193752843;0,897828292050919;0,13528681207147;6,63648051353747;3,21261385376018e-11;9,37012374013384e-11;MXAN_RS00450;41357596;MXAN_RS00450;MXAN_0089;glutathione S-transferase family protein
WP_011550237.1;41,4438114351669;1,72034780170672;0,307308342226016;5,59811617623271;2,16693527453676e-08;5,39112851145451e-08;MXAN_RS00455;41357597;MXAN_RS00455;MXAN_0090;TetR/AcrR family transcriptional regulator
WP_011550239.1;105,394976372089;1,83437838071545;0,217174226581133;8,44657494396625;2,99973455186083e-17;1,14852379605897e-16;MXAN_RS00465;41357599;MXAN_RS00465;MXAN_0092;multidrug efflux RND transporter permease subunit
WP_011550240.1;172,209859416711;0,0987483049902627;0,160650199148593;0,614679007642721;0,538766725911498;0,591791521620461;MXAN_RS00470;41357600;MXAN_RS00470;MXAN_0093;DUF59 domain-containing protein
WP_011550241.1;1414,8386148344;0,341412760341954;0,103743784422805;3,29092255735087;0,000998594000084483;0,00174535935651088;MXAN_RS00475;41357601;MXAN_RS00475;MXAN_0094;amidohydrolase
WP_011550242.1;400,413100922848;0,200922872924187;0,127380649425391;1,57734219310815;0,114716808832501;0,147903928070448;MXAN_RS00480;41357602;MXAN_RS00480;MXAN_0095;hybrid sensor histidine kinase/response regulator
WP_011550243.1;20,5843402155176;-0,894460523214114;0,403400778831862;-2,21729994127485;0,026602601911966;0,0386437187704243;MXAN_RS00485;41357603;MXAN_RS00485;MXAN_0096;class I SAM-dependent methyltransferase
WP_011550244.1;85,5580201916548;-0,839588056939615;0,210601898064037;-3,98661201374513;6,70234925635261e-05;0,000130528310233456;MXAN_RS00490;41357604;MXAN_RS00490;MXAN_0097;type II toxin-antitoxin system HipA family toxin
WP_011550245.1;144,365015908497;-0,996985026748317;0,16754332224393;-5,95061034600224;2,671443921711e-09;7,01989096565961e-09;MXAN_RS00495;41357605;MXAN_RS00495;MXAN_0098;DUF262 domain-containing protein
WP_011550247.1;2231,79504389103;-0,513193105382735;0,0828886701795478;-6,19135406891064;5,9649547804178e-10;1,62030567684246e-09;MXAN_RS00500;41357606;MXAN_RS00500;MXAN_0100;peptidase M28 family protein
WP_011550248.1;219,570267768468;-0,0246842514400931;0,141243886296528;-0,174763326663718;0,861265605879364;0,884961662358369;MXAN_RS00505;41357607;MXAN_RS00505;MXAN_0101;hypothetical protein
WP_011550249.1;118,49403257121;-0,4156927075863;0,17810155576549;-2,3340206423219;0,0195946410676632;0,0291089278971841;MXAN_RS36440;41364665;MXAN_RS36440;MXAN_0102;hypothetical protein
WP_011550251.1;30,3305644727368;-0,154558021748784;0,320176731701519;-0,482727214208899;0,629289437438173;0,676769608956594;MXAN_RS00520;41357609;MXAN_RS00520;MXAN_0104;aminoglycoside phosphotransferase
WP_011550252.1;166,535301218144;-0,248275813390121;0,166055182382467;-1,49514040951928;0,134877801631514;0,171678999220615;MXAN_RS00525;41357610;MXAN_RS00525;MXAN_0105;MFS transporter
WP_011550254.1;511,385920079058;0,458644306772889;0,104713103350437;4,38000872954716;1,18674554641366e-05;2,45615912624622e-05;MXAN_RS00535;41357612;MXAN_RS00535;MXAN_0107;ABC transporter permease
WP_011550256.1;52,9205329602434;-3,35597075996714;0,344804458457616;-9,73296799867122;2,18133616793901e-22;1,00984988107149e-21;MXAN_RS00545;41357614;MXAN_RS00545;MXAN_0109;hypothetical protein
WP_011550257.1;293,432841867792;-1,85108355207333;0,140177265369382;-13,2053050628113;8,17677809892639e-40;6,08028493785572e-39;MXAN_RS00550;41357615;MXAN_RS00550;MXAN_0110;cardiolipin synthase B
WP_011550258.1;805,364845716771;0,0115766201229063;0,0924154812416709;0,12526710857711;0,900312090589825;0,918447478344725;MXAN_RS00555;41357616;MXAN_RS00555;MXAN_0111;hypothetical protein
WP_011550259.1;691,944356790902;-0,985773161869643;0,102587746667514;-9,6090731485167;7,32049532999609e-22;3,32004825515766e-21;MXAN_RS00560;41357617;MXAN_RS00560;MXAN_0112;N-acetyltransferase
WP_011550260.1;467,342931906615;-1,14453897462475;0,114900724972555;-9,96111186329008;2,25526214134817e-23;1,07381961644676e-22;MXAN_RS00565;41357618;MXAN_RS00565;MXAN_0113;hypothetical protein
WP_011550261.1;153,32427898553;-1,23247642823024;0,173496255477922;-7,10376385262722;1,21404231242043e-12;3,79956594500496e-12;MXAN_RS00570;41357619;MXAN_RS00570;MXAN_0114;lytic transglycosylase domain-containing protein
WP_011550262.1;777,080889120105;-0,5248794691072;0,099716993362046;-5,26369128681509;1,41191457617452e-07;3,33757034714521e-07;MXAN_RS00575;41357620;MXAN_RS00575;MXAN_0115;hypothetical protein
