gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;Gene_name;GeneID;orgdb_symbol;orgdb_old_MXAN;orgdb_Name
WP_002639727.1;5310,02474658839;0,208119315876669;0,235428978920608;0,884000418431289;0,376695986958486;0,523105659822072;MXAN_RS14425;41360341;MXAN_RS14425;MXAN_2978;5-formyltetrahydrofolate cyclo-ligase
WP_002640434.1;7349,83121944474;1,48512303882098;0,27453648584365;5,40956526873723;6,31779228619475e-08;1,72381949683869e-06;MXAN_RS23760;41362184;MXAN_RS23760;MXAN_4894;molecular chaperone GroES
WP_002640507.1;1631,79959743533;1,12332196521346;0,286708299886651;3,91799597590152;8,9288196478667e-05;0,000757810513248468;MXAN_RS15285;41360513;MXAN_RS15285;MXAN_3154;1%2C4-dihydroxy-2-naphthoyl-CoA synthase
WP_002640579.1;1326,72759614922;-0,566407288311225;0,339368714193279;-1,66900266472012;0,0951168517147543;0,190260941932291;MXAN_RS16985;41360850;MXAN_RS16985;No old locus tag;ribbon-helix-helix domain-containing protein
WP_002640911.1;192,340074851773;-0,142764379519527;0,282235180049686;-0,50583481298963;0,61297261724521;0,730027916702095;MXAN_RS35515;41364500;MXAN_RS35515;MXAN_7339;hypothetical protein
WP_002640925.1;1442,47097915393;-0,844195283049711;0,297712267794875;-2,83560798250801;0,00457385500679243;0,0180805756776712;MXAN_RS11885;41359840;MXAN_RS11885;MXAN_2457;hypothetical protein
WP_011550153.1;2886,59384450001;0,139318930104824;0,183863050281462;0,757732072276354;0,448611394722183;0,591347535786837;MXAN_RS00015;41357509;MXAN_RS00015;MXAN_0001;chromosomal replication initiator protein DnaA
WP_011550154.1;263,206595359195;0,479770358893222;0,3340609968403;1,43617591826375;0,150952289697025;0,267818578494722;MXAN_RS00020;41357510;MXAN_RS00020;MXAN_0002;hypothetical protein
WP_011550155.1;436,466749735367;0,506099733683565;0,297616076449338;1,70051208161034;0,0890346458289866;0,1817378729151;MXAN_RS00025;41357511;MXAN_RS00025;MXAN_0003;CBS domain-containing protein
WP_011550156.1;134,686809373922;0,0766760393800546;0,249632514317819;0,30715565874738;0,758724894332497;0,841221172525793;MXAN_RS00030;41357512;MXAN_RS00030;MXAN_0004;DUF2267 domain-containing protein
WP_011550157.1;281,488991866622;-0,81894104453443;0,228269811270607;-3,58760118114611;0,000333734241186585;0,00219918271197009;MXAN_RS00035;41357513;MXAN_RS00035;MXAN_0005;hypothetical protein
WP_011550158.1;25,0472594122456;0,64848661330371;0,398043919496149;1,62918356879958;0,103274164284873;0,201612643244784;MXAN_RS00050;41357516;MXAN_RS00050;MXAN_0008;hypothetical protein
WP_011550159.1;124,610789867484;-0,724081880605952;0,252663832278199;-2,86579157007597;0,00415968019555397;0,0167660923481894;MXAN_RS00055;41357517;MXAN_RS00055;MXAN_0009;MFS transporter
WP_011550160.1;1268,76366775464;-1,10006858205841;0,275871284658735;-3,98761539614117;6,67407438201271e-05;0,000603084211621718;MXAN_RS00060;41357518;MXAN_RS00060;MXAN_0010;capsular polysaccharide biosynthesis protein CapA
WP_011550161.1;24,8342937482263;-0,27016256717119;0,417838478522368;-0,646571776076213;0,517909129513056;0,651667757196713;MXAN_RS00065;41357519;MXAN_RS00065;MXAN_0012;DoxX family protein
WP_011550162.1;496,590235890956;0,304074598367749;0,195124862830002;1,55835906279492;0,119148155170364;0,224871619525801;MXAN_RS00070;41357520;MXAN_RS00070;MXAN_0013;hypothetical protein
WP_011550163.1;71,6408118293878;-0,564848970829072;0,316790153872017;-1,78303827920507;0,0745800723253758;0,158100699603262;MXAN_RS00075;41357521;MXAN_RS00075;MXAN_0014;SAM-dependent methyltransferase
WP_011550164.1;161,715321996707;0,238521715186872;0,311167016471059;0,766539197797839;0,443355537890423;0,586300346869482;MXAN_RS00080;41357522;MXAN_RS00080;MXAN_0015;type II toxin-antitoxin system HipA family toxin
WP_011550165.1;604,246354132503;-0,493622165716274;0,221260194694464;-2,23095783856609;0,0256839219161346;0,0698334739525886;MXAN_RS00085;41357523;MXAN_RS00085;MXAN_0016;esterase
WP_011550166.1;1628,80265916952;0,279821681846089;0,214999909831445;1,30149674046591;0,193088479503363;0,321201007223384;MXAN_RS00090;41357524;MXAN_RS00090;MXAN_0017;glutathione synthase
WP_011550168.1;325,502755156832;-0,81581307559868;0,418409285252057;-1,94979677639616;0,0512003459450594;0,118304471196242;MXAN_RS00110;41357528;MXAN_RS00110;MXAN_0019;tenascin-X
WP_011550169.1;109,77579708232;0,0424032179894156;0,288946550900477;0,146751078555081;0,883328500153884;0,927827003545095;MXAN_RS00115;41357529;MXAN_RS00115;MXAN_0020;DUF429 domain-containing protein
WP_011550171.1;550,472635320808;-0,539344307296584;0,365112906585458;-1,4771986899629;0,139622384867935;0,253380711432197;MXAN_RS00125;41357531;MXAN_RS00125;MXAN_0022;DUF2807 domain-containing protein
WP_011550173.1;3609,90023036248;0,247357098537783;0,205914744035907;1,20125977231941;0,229650449766684;0,365317328995739;MXAN_RS00135;41357533;MXAN_RS00135;MXAN_0024;ribonuclease R
WP_011550174.1;1242,04039884646;0,0539867148067423;0,231594415935058;0,233108879541728;0,815676859950427;0,880977636474193;NA;NA;NA;NA;NA
WP_011550175.1;174,205399169637;-0,492500463473185;0,232575250615508;-2,11759618519076;0,0342092815395055;0,0871220818556681;MXAN_RS00145;41357535;MXAN_RS00145;MXAN_0026;hypothetical protein
WP_011550176.1;828,748182922165;0,135406528327951;0,210859229944922;0,642165526087333;0,52076571401217;0,653882529637787;MXAN_RS00150;41357536;MXAN_RS00150;MXAN_0027;hypothetical protein
WP_011550178.1;11780,5942850804;-0,848243346890321;0,208169082364936;-4,07478064107179;4,60577404730659e-05;0,000441913897258743;MXAN_RS00160;41357538;MXAN_RS00160;MXAN_0029;hypothetical protein
WP_011550179.1;5760,3398015603;0,573530388756414;0,194343030771055;2,95112403300975;0,00316619744721896;0,0134606750875377;MXAN_RS00165;41357539;MXAN_RS00165;MXAN_0030;NYN domain-containing protein
WP_011550180.1;1969,87715735694;1,06356704779541;0,36113680173692;2,9450530731847;0,00322899269496518;0,0136943011380278;MXAN_RS00170;41357540;MXAN_RS00170;MXAN_0031;hypothetical protein
WP_011550181.1;211,780728973052;0,304144132906246;0,24383236160629;1,24734933009975;0,212269436963277;0,344974876032687;MXAN_RS00175;41357541;MXAN_RS00175;MXAN_0032;hypothetical protein
WP_011550182.1;290,854797726386;0,78399998613038;0,211218939792121;3,71178828424186;0,000205800096585397;0,00148350224421982;MXAN_RS00180;41357542;MXAN_RS00180;MXAN_0033;hypothetical protein
WP_011550183.1;524,956468522718;0,353302206105918;0,245813466232672;1,43727767042471;0,150639111037315;0,267466749007535;MXAN_RS00185;41357543;MXAN_RS00185;MXAN_0034;haloacid dehalogenase
WP_011550184.1;18,1043055290543;-0,458202319927728;0,537352314062638;-0,8527037251659;0,393823624576217;0,538750101383642;MXAN_RS00190;41357544;MXAN_RS00190;MXAN_0035;aliphatic sulfonate ABC transporter substrate-binding protein
WP_011550188.1;295,352884041062;0,264549530312346;0,289366522831325;0,914236822296666;0,360592419537801;0,507240561792798;MXAN_RS00210;41357548;MXAN_RS00210;MXAN_0039;hypothetical protein
WP_011550189.1;32,6875239707244;-0,257844226607861;0,369022482124772;-0,698722270586972;0,484725613253675;0,623819553482532;MXAN_RS00215;41357549;MXAN_RS00215;MXAN_0040;glucose dehydrogenase
WP_011550190.1;260,848220057869;0,184776054995174;0,285654783511834;0,646850904170206;0,517728443342607;0,651591563378038;MXAN_RS00220;41357550;MXAN_RS00220;MXAN_0041;glycoside hydrolase family 15 protein
WP_011550191.1;731,500326283242;-0,117807470608579;0,244190265230974;-0,482441306565386;0,629492483669664;0,745002541245782;MXAN_RS00225;41357551;MXAN_RS00225;MXAN_0042;hypothetical protein
WP_011550192.1;396,367025569309;-1,3080011783698;0,257158438732414;-5,08636304068886;3,64995077365326e-07;7,45465092221286e-06;MXAN_RS00230;41357552;MXAN_RS00230;MXAN_0043;hypothetical protein
WP_011550193.1;867,436570513736;-0,604549604958018;0,232655263121779;-2,59847809521325;0,0093638019092824;0,0317907789086633;MXAN_RS00235;41357553;MXAN_RS00235;MXAN_0044;DUF4150 domain-containing protein
WP_011550194.1;2231,48896799794;0,0132896197572368;0,194593496918382;0,0682942645447745;0,945551389701345;0,967419054368828;MXAN_RS00240;41357554;MXAN_RS00240;MXAN_0045;hypothetical protein
WP_011550196.1;1374,93675492694;-0,272529287509035;0,197704706017544;-1,37846636531176;0,168059345549581;0,29098035420093;NA;NA;NA;NA;NA
WP_011550197.1;399,847283266945;-0,683913688300085;0,24878835617697;-2,7489778814793;0,00597814201444509;0,022354790762425;MXAN_RS00255;41357557;MXAN_RS00255;MXAN_0048;hypothetical protein
WP_011550198.1;1803,2889616196;0,0300070904210469;0,182074893832687;0,164806304644181;0,869096441514657;0,917985580520169;MXAN_RS00260;41357558;MXAN_RS00260;MXAN_0049;hypothetical protein
WP_011550199.1;9730,32642570975;-0,117495812247626;0,207672713301324;-0,5657739545067;0,571547454119121;0,698435788492313;MXAN_RS00265;41357559;MXAN_RS00265;MXAN_0050;hypothetical protein
WP_011550200.1;199,461337385512;-0,916736168740929;0,342005927068489;-2,68046865912165;0,00735191485991903;0,0261073336535508;MXAN_RS00270;41357560;MXAN_RS00270;MXAN_0051;hypothetical protein
WP_011550201.1;406,341198389829;-0,368422857701179;0,195009242209808;-1,88925844501666;0,0588572067855496;0,131716611510031;MXAN_RS00275;41357561;MXAN_RS00275;MXAN_0052;DUF2169 domain-containing protein
WP_011550202.1;21,8598418310858;1,03438195666145;0,518462738317004;1,99509411229664;0,0460326163943425;0,109106829153201;MXAN_RS00280;41357562;MXAN_RS00280;MXAN_0053;hypothetical protein
WP_011550203.1;161,313258272576;-0,991400061589419;0,310883311888439;-3,18897806243516;0,00142776712340672;0,00705819769795859;MXAN_RS00285;41357563;MXAN_RS00285;MXAN_0054;hypothetical protein
WP_011550204.1;976,264394079482;-0,317739885773907;0,213913207544371;-1,48536824547404;0,137446302644434;0,250889683938129;NA;NA;NA;NA;NA
WP_011550205.1;746,272052488106;-1,04783958293906;0,272425483898729;-3,84633466716565;0,000119897969955621;0,000953857995603656;MXAN_RS00295;41357565;ppk1;MXAN_0056;polyphosphate kinase 1
WP_011550206.1;3594,68177372655;-0,401312995236427;0,27997123948588;-1,4334079313767;0,151741293097693;0,268808757871515;MXAN_RS00300;41357566;MXAN_RS00300;MXAN_0057;hypothetical protein
WP_011550207.1;521,994172799576;-0,472060044921226;0,223918904941278;-2,10817414029879;0,0350159292492209;0,0887790438496581;MXAN_RS00305;41357567;MXAN_RS00305;MXAN_0058;hypothetical protein
WP_011550208.1;243,481666539062;-0,298819538058;0,377385672754679;-0,791814739221032;0,428468706825947;0,572685403210723;MXAN_RS00310;41357568;MXAN_RS00310;MXAN_0059;hypothetical protein
WP_011550209.1;241,435059624445;0,26928162988282;0,267653768436914;1,00608196721986;0,314376142354222;0,459781690608091;MXAN_RS00315;41357569;MXAN_RS00315;MXAN_0060;PAS domain S-box protein
WP_011550210.1;100,464588328288;-0,182334089047363;0,405683882983801;-0,449448688240454;0,653108015378964;0,764275337145596;MXAN_RS00320;41357570;MXAN_RS00320;MXAN_0061;MBL fold metallo-hydrolase
WP_011550212.1;399,407916165162;-0,454426395892469;0,206472721944502;-2,20090281957252;0,0277429042925299;0,074332254117116;MXAN_RS00330;41357572;MXAN_RS00330;MXAN_0063;TIGR02266 family protein
WP_011550213.1;590,835230463616;0,445433096263136;0,181600397960217;2,45282004481463;0,0141741227836801;0,0438080741787635;MXAN_RS00335;41357573;MXAN_RS00335;MXAN_0064;RtcB family protein
WP_011550217.1;1003,51749936517;0,248458236939454;0,197612698634359;1,2572989421048;0,208645406926205;0,34051125406064;MXAN_RS00355;41357577;MXAN_RS00355;MXAN_0070;serine/threonine protein kinase
WP_011550218.1;219,386757335532;0,673324497984702;0,330157681050758;2,03940279639045;0,0414098435606919;0,10078319068691;MXAN_RS00360;41357578;MXAN_RS00360;MXAN_0071;DUF4142 domain-containing protein
WP_011550219.1;284,697315482561;0,83604285727106;0,267937008021473;3,1202963093626;0,0018066920114922;0,00863774380579945;MXAN_RS00365;41357579;MXAN_RS00365;MXAN_0072;PaaI family thioesterase
WP_011550220.1;123,115066335898;-0,0820276324662928;0,333809454610778;-0,245731902836416;0,805889774366358;0,875763684436369;MXAN_RS00370;41357580;MXAN_RS00370;MXAN_0073;PaaI family thioesterase
WP_011550221.1;87,8166711520686;-1,10012831545205;0,317134340310008;-3,46896622540668;0,000522465131195138;0,00315148440535237;MXAN_RS00375;41357581;MXAN_RS00375;MXAN_0074;hypothetical protein
WP_011550223.1;218,06531555649;-0,236830204030865;0,297039808248887;-0,797301228502097;0,425276107036676;0,569906607266185;MXAN_RS00385;41357583;MXAN_RS00385;MXAN_0076;appr-1-p processing domain-containing protein
WP_011550224.1;141,897055540842;0,94000967103855;0,27750188453038;3,38739923380823;0,000705586309538524;0,00402656893147597;MXAN_RS00390;41357584;MXAN_RS00390;MXAN_0077;hypothetical protein
WP_011550225.1;105,728427705012;0,133145483421867;0,315631016029004;0,421839035646712;0,673142511010753;0,779292350926119;MXAN_RS00395;41357585;MXAN_RS00395;MXAN_0078;KR domain-containing protein
WP_011550226.1;118,697191099624;0,0886852696791053;0,297414965967804;0,298186977210507;0,765560460626917;0,846917931181346;MXAN_RS00400;41357586;MXAN_RS00400;MXAN_0079;TetR/AcrR family transcriptional regulator
WP_011550227.1;883,681782822416;0,503930621835073;0,208118386323427;2,42136521783298;0,0154623338202405;0,0469380276985572;MXAN_RS00405;41357587;MXAN_RS00405;MXAN_0080;DUF1446 domain-containing protein
WP_011550228.1;958,977627485282;0,500043724967135;0,270170724417953;1,8508434844094;0,0641920732130253;0,140867619036438;MXAN_RS00410;41357588;MXAN_RS00410;MXAN_0081;acetyl-CoA carboxylase carboxyltransferase subunit
WP_011550229.1;2863,02615138585;0,6545182376562;0,278352251032882;2,35140271087257;0,0187027798276648;0,0546606347683007;MXAN_RS00415;41357589;MXAN_RS00415;MXAN_0082;acetyl-CoA carboxylase biotin carboxylase subunit
WP_011550230.1;1449,67543841245;-0,472563195119557;0,402425645610308;-1,17428697766734;0,240280097541415;0,378947049294826;MXAN_RS00420;41357590;MXAN_RS00420;MXAN_0083;hypothetical protein
WP_011550231.1;1796,67582544575;-0,163785037835623;0,397627664227919;-0,411905540208445;0,68040865988101;0,784137021822943;MXAN_RS00425;41357591;MXAN_RS00425;MXAN_0084;hypothetical protein
WP_011550232.1;435,139233318092;-0,349525555386595;0,373204879908174;-0,936551407024997;0,348989357622133;0,495667072588572;MXAN_RS00430;41357592;MXAN_RS00430;MXAN_0085;hypothetical protein
WP_011550233.1;167,669552942349;-0,70679857355768;0,341395426886606;-2,07032232389112;0,0384221704149034;0,0950031751649709;MXAN_RS00435;41357593;MXAN_RS00435;MXAN_0086;hypothetical protein
WP_011550234.1;529,338572946867;1,11067700814615;0,255709889719234;4,34350431016045;1,40227725100948e-05;0,000165454503349683;MXAN_RS00440;41357594;MXAN_RS00440;MXAN_0087;MFS transporter
WP_011550235.1;515,468418550679;-0,137042901575326;0,204396818276711;-0,670474730138893;0,502555210073206;0,639141823101288;MXAN_RS00445;41357595;MXAN_RS00445;MXAN_0088;isopenicillin N synthase family oxygenase
WP_011550236.1;602,57420666897;0,799594912230082;0,300237841088063;2,66320497553655;0,00774002503134524;0,0272500377237634;MXAN_RS00450;41357596;MXAN_RS00450;MXAN_0089;glutathione S-transferase family protein
WP_011550237.1;181,713790896177;0,698890027453806;0,244332393362604;2,86040675096491;0,0042309795974814;0,017004253445574;MXAN_RS00455;41357597;MXAN_RS00455;MXAN_0090;TetR/AcrR family transcriptional regulator
WP_011550239.1;694,958775753268;3,18953988943651;0,32465593456689;9,82436958588648;8,84255403931481e-23;5,6150218149649e-20;MXAN_RS00465;41357599;MXAN_RS00465;MXAN_0092;multidrug efflux RND transporter permease subunit
WP_011550240.1;386,385839879088;0,224884689451873;0,287595226928278;0,781948615259724;0,434244772565655;0,577900560160144;MXAN_RS00470;41357600;MXAN_RS00470;MXAN_0093;DUF59 domain-containing protein
WP_011550241.1;2963,25499278955;0,70019574673627;0,243625165217133;2,87406986922806;0,00405219308349489;0,0164831813205188;MXAN_RS00475;41357601;MXAN_RS00475;MXAN_0094;amidohydrolase
WP_011550242.1;1200,35171399318;-0,0204344359515854;0,264760552202868;-0,0771808178430143;0,93847970126632;0,962737658003414;MXAN_RS00480;41357602;MXAN_RS00480;MXAN_0095;hybrid sensor histidine kinase/response regulator
WP_011550243.1;82,9709425949915;-0,787361547733677;0,290008879632318;-2,7149566893673;0,00662844384609508;0,0242279854866427;MXAN_RS00485;41357603;MXAN_RS00485;MXAN_0096;class I SAM-dependent methyltransferase
WP_011550244.1;359,163372679452;-0,63611023336716;0,212104355493316;-2,9990437107606;0,00270828449012626;0,0119052027460868;MXAN_RS00490;41357604;MXAN_RS00490;MXAN_0097;type II toxin-antitoxin system HipA family toxin
WP_011550245.1;462,604900862616;-0,772390560744061;0,227290675684106;-3,39825009723473;0,000678183911140754;0,00390528822697293;MXAN_RS00495;41357605;MXAN_RS00495;MXAN_0098;DUF262 domain-containing protein
WP_011550247.1;4068,63137440512;0,40866875451103;0,232486856877106;1,75781444164413;0,0787790872725024;0,164983696363747;MXAN_RS00500;41357606;MXAN_RS00500;MXAN_0100;peptidase M28 family protein
WP_011550248.1;668,862444340365;0,318326891369477;0,195633690920836;1,62715782680955;0,103703582088535;0,202110580036218;MXAN_RS00505;41357607;MXAN_RS00505;MXAN_0101;hypothetical protein
WP_011550249.1;347,052043667635;0,347357004678426;0,263207831946075;1,31970618849059;0,186933133058767;0,313500104301438;MXAN_RS36440;41364665;MXAN_RS36440;MXAN_0102;hypothetical protein
WP_011550251.1;91,2201679975279;-0,330005645454759;0,249463761137025;-1,32286005771193;0,185881920375642;0,312186875168035;MXAN_RS00520;41357609;MXAN_RS00520;MXAN_0104;aminoglycoside phosphotransferase
WP_011550252.1;472,136856115766;0,0246685233084841;0,198998442442626;0,123963398937639;0,90134425489672;0,939661532036991;MXAN_RS00525;41357610;MXAN_RS00525;MXAN_0105;MFS transporter
WP_011550254.1;1657,803312122;-0,0398076533129205;0,26409975624552;-0,150729610200448;0,88018901452108;0,925782301826493;MXAN_RS00535;41357612;MXAN_RS00535;MXAN_0107;ABC transporter permease
WP_011550256.1;46,8829201584631;-0,809220428520645;0,403638335444747;-2,00481559222815;0,0449827650077077;0,10724506323487;MXAN_RS00545;41357614;MXAN_RS00545;MXAN_0109;hypothetical protein
WP_011550257.1;556,48765653696;0,330383178732693;0,325413878976024;1,01527070625354;0,309976804199172;0,455062626593363;MXAN_RS00550;41357615;MXAN_RS00550;MXAN_0110;cardiolipin synthase B
WP_011550258.1;2389,24085077722;0,0773262635105047;0,175457604721078;0,440711952231589;0,659421542646254;0,769086571278024;MXAN_RS00555;41357616;MXAN_RS00555;MXAN_0111;hypothetical protein
WP_011550259.1;781,223237110635;-0,370037603527867;0,247865503788979;-1,49289674388454;0,135464217612813;0,247951377469545;MXAN_RS00560;41357617;MXAN_RS00560;MXAN_0112;N-acetyltransferase
WP_011550260.1;1085,69069201845;-1,54763824660755;0,264019644551966;-5,86182989994495;4,5779386130242e-09;1,65683425968777e-07;MXAN_RS00565;41357618;MXAN_RS00565;MXAN_0113;hypothetical protein
WP_011550261.1;89,0562279697294;-0,319288371749441;0,342178026269051;-0,933106006925143;0,350765237962367;0,49720016917546;MXAN_RS00570;41357619;MXAN_RS00570;MXAN_0114;lytic transglycosylase domain-containing protein
WP_011550262.1;1602,92035763776;-0,0396762509833193;0,174374321499581;-0,227534941166292;0,820007802527597;0,883640003186558;MXAN_RS00575;41357620;MXAN_RS00575;MXAN_0115;hypothetical protein
WP_011550263.1;1783,10525996276;-0,679304049734666;0,232903399125709;-2,91667726741942;0,0035378162488614;0,0147444191517285;MXAN_RS00580;41357621;MXAN_RS00580;MXAN_0116;ATPase AAA
WP_011550264.1;1491,98469492661;-0,350354915274751;0,172787859474254;-2,02765932942733;0,0425950292401715;0,102740432596859;MXAN_RS00585;41357622;MXAN_RS00585;MXAN_0117;serine/threonine protein kinase
WP_011550265.1;152,799178708914;-0,644027966915854;0,227278823864749;-2,83364704183398;0,00460201304269181;0,0181610514707358;MXAN_RS00590;41357623;MXAN_RS00590;MXAN_0118;hypothetical protein
